# Output of 'KaSim' 'AMPA7.ka' 'camkii.ka' 'pickgrip.ka' 'Calcium_signalling5000.ka' 'Subunits.ka' 'K868.ka' 'K870.ka' 'K882.ka' '-l' '1000' '-p' '1' '-o' '5000.ka' -seed 318489490
# "uuid" : "280806410"
"[T]","Basal","Small","Medium","Large","Glu_Trigger","S831_P","S831_PP","S831_u","S845_P","S845_PP","S845_u","I1_P","I1_u","PKA_a","PKA_i","PKA_killer","Glutamate_level","Conductance","Slots","Synaptic_12","Synaptic_23","Synaptic_receptors","PP2B","Phos_CK_subunits","Phos_CK_hexamers","Free_PP","CaM_CaMKII","GRIP_level","PICK1_level","actPKC_level","AMPA_GRIP_endo","AMPA_GRIP_PSD","AMPA_PICK_endo","AMPA_PICK_PSD","AMPA_NSF","AMPA_GRIP_PICK_endo","AMPA_GRIP_PICK_PSD","AMPA_S880","AMPA_Y876","Calcium_Levels","R2C2_total","cAMP_levels","Active_CaM","AMPAR1","AMPAR12","AMPAR23","K868","K868_ub","K868_ub2","K868_ub3","K868_ub4","K868_ub5","K870","K870_ub","K870_ub2","K870_ub3","K870_ub4","K870_ub5","K882","K882_ub","K882_ub2","K882_ub3","K882_ub4","K882_ub5"
10.,139,2,0,0,0,0,0,40,0,0,40,1,48,0,2,15,0,40.,0,40,10,50,0,0,0,20,0,1,23,0,39,18,7,7,12,7,6,0,34,1,30,5,0,0,141,35,141,0,0,0,0,0,140,1,0,0,0,0,138,3,0,0,0,0
11.,141,0,0,0,0,0,0,40,1,0,39,0,49,1,1,15,0,40.,0,40,10,50,0,0,0,21,0,3,13,0,37,16,16,7,13,13,7,0,32,0,30,2,0,0,141,35,141,0,0,0,0,0,140,1,0,0,0,0,138,3,0,0,0,0
12.,141,0,0,0,0,0,0,40,1,0,39,0,49,0,2,15,0,40.,0,40,10,50,0,0,0,21,0,2,18,0,38,12,13,4,14,12,3,0,27,0,30,5,0,0,141,35,141,0,0,0,0,0,140,1,0,0,0,0,138,3,0,0,0,0
13.,141,0,0,0,0,0,0,39,1,0,38,0,49,0,2,15,0,39.,1,39,10,49,0,0,0,21,0,4,15,0,42,11,11,8,9,9,6,0,31,1,30,3,0,0,141,35,141,0,0,0,0,0,140,1,0,0,0,0,138,3,0,0,0,0
14.,140,1,0,0,0,0,0,39,2,0,37,1,48,0,2,15,0,39.,1,39,10,49,0,0,0,20,0,0,16,0,43,12,16,4,13,12,3,0,26,0,30,5,0,0,141,35,141,0,0,0,0,0,140,1,0,0,0,0,138,3,0,0,0,0
15.,140,1,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,1,39,10,49,0,0,0,19,0,2,15,0,41,13,15,5,12,11,3,0,28,1,30,4,0,0,141,35,139,2,0,0,0,0,140,1,0,0,0,0,138,3,0,0,0,0
16.,141,0,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,1,39,10,49,0,0,0,20,0,3,17,0,36,19,11,9,12,11,8,0,25,1,30,4,0,0,141,35,139,2,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
17.,140,1,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,1,39,10,49,0,0,0,20,0,1,15,0,36,20,16,6,8,14,6,0,27,0,30,5,0,0,141,35,139,2,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
18.,141,0,0,0,0,0,0,39,2,0,37,0,49,1,1,15,0,39.,1,39,10,49,0,0,0,20,0,0,18,0,36,20,11,7,13,10,6,0,29,0,30,4,0,0,141,35,139,2,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
19.,139,2,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,1,39,10,49,0,0,0,20,0,3,19,0,34,20,9,7,11,9,6,0,29,1,30,3,0,0,141,35,139,2,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
20.,139,2,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,20,0,3,20,0,41,12,12,4,8,11,3,0,26,1,30,6,0,0,141,35,138,3,0,0,0,0,140,1,0,0,0,0,137,4,0,0,0,0
21.,140,1,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,21,0,1,15,0,39,14,13,4,12,13,4,0,25,1,30,5,0,0,141,35,137,3,1,0,0,0,140,1,0,0,0,0,136,5,0,0,0,0
22.,141,0,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,21,0,4,17,0,37,13,14,5,12,10,4,0,28,0,30,6,0,0,141,35,137,3,1,0,0,0,140,1,0,0,0,0,136,4,1,0,0,0
23.,141,0,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,22,0,0,14,0,44,8,17,4,11,16,3,0,22,0,30,5,0,0,141,35,137,3,1,0,0,0,140,1,0,0,0,0,137,3,1,0,0,0
24.,139,2,0,0,0,0,0,39,2,0,37,0,49,0,2,15,0,39.,0,39,11,50,0,0,0,22,0,6,17,0,36,9,15,4,11,13,3,0,33,0,30,7,0,0,141,35,136,4,1,0,0,0,140,1,0,0,0,0,136,4,1,0,0,0
25.,140,1,0,0,0,0,0,39,2,0,37,0,49,0,4,15,0,39.,0,39,11,50,0,0,0,22,0,1,16,0,40,8,16,4,15,13,3,0,26,1,30,8,0,0,141,35,136,4,1,0,0,0,140,1,0,0,0,0,134,6,1,0,0,0
26.,141,0,0,0,0,0,0,39,2,0,37,0,49,0,4,15,0,39.,0,39,11,50,0,0,0,21,0,2,13,0,40,10,16,6,13,14,6,0,26,0,30,2,0,0,141,35,135,5,1,0,0,0,140,1,0,0,0,0,135,5,1,0,0,0
27.,139,2,0,0,0,0,0,39,2,0,37,0,49,1,3,15,0,39.,0,39,11,50,0,0,0,21,0,2,13,0,41,8,15,7,14,11,6,0,31,0,30,5,0,0,141,35,135,5,1,0,0,0,140,1,0,0,0,0,135,6,0,0,0,0
28.,141,0,0,0,0,0,0,39,2,0,37,1,48,0,4,15,0,39.,0,39,11,50,0,0,0,19,0,1,16,0,40,12,17,4,13,15,4,0,30,0,30,3,0,0,141,35,134,5,2,0,0,0,140,1,0,0,0,0,135,6,0,0,0,0
29.,141,0,0,0,0,0,0,39,2,0,37,1,48,1,3,15,0,39.,0,39,11,50,0,0,0,19,0,4,17,0,41,12,12,7,14,12,5,0,29,1,30,2,0,0,141,35,132,7,2,0,0,0,140,1,0,0,0,0,135,6,0,0,0,0
30.,140,1,0,0,0,0,0,39,2,1,36,1,48,1,3,15,0,39.,0,39,11,50,0,0,0,19,0,1,19,0,43,11,18,1,13,15,1,0,27,1,30,3,0,0,141,35,132,7,2,0,0,0,140,1,0,0,0,0,135,6,0,0,0,0
31.,141,0,0,0,0,0,0,39,2,1,36,2,47,0,4,15,0,39.,0,39,11,50,0,0,0,18,0,2,17,0,44,10,16,2,7,10,0,0,32,0,30,2,0,0,141,35,133,7,1,0,0,0,140,1,0,0,0,0,134,7,0,0,0,0
32.,141,0,0,0,0,0,0,39,2,1,36,3,46,1,3,15,0,39.,0,39,11,50,0,0,0,16,0,4,12,0,39,12,19,4,17,17,4,0,27,1,30,4,0,0,141,35,134,6,1,0,0,0,141,0,0,0,0,0,134,7,0,0,0,0
33.,141,0,0,0,0,0,0,39,2,1,36,3,46,1,3,15,0,39.,0,39,11,50,0,0,0,18,0,2,20,0,37,13,11,3,15,11,3,0,26,0,30,3,0,0,141,35,133,6,2,0,0,0,140,1,0,0,0,0,134,7,0,0,0,0
34.,141,0,0,0,0,0,0,39,2,1,36,3,46,0,4,15,0,39.,0,39,11,50,0,0,0,18,0,4,17,0,41,10,16,4,9,14,3,0,29,0,30,4,0,0,141,35,133,6,2,0,0,0,140,1,0,0,0,0,134,7,0,0,0,0
35.,140,1,0,0,0,0,0,39,2,1,36,2,47,0,4,15,0,39.,0,39,11,50,0,0,0,15,0,1,22,0,41,12,11,3,14,9,3,0,36,1,30,3,0,0,141,35,134,6,1,0,0,0,138,3,0,0,0,0,133,8,0,0,0,0
36.,141,0,0,0,0,0,0,39,2,1,36,2,47,0,4,15,0,39.,0,39,11,50,0,0,0,14,0,1,18,0,45,9,16,2,15,15,2,0,33,0,30,2,0,0,141,35,134,6,1,0,0,0,138,3,0,0,0,0,135,6,0,0,0,0
37.,139,2,0,0,0,0,0,38,2,1,35,2,47,0,4,15,0,38.,1,38,11,49,0,0,0,16,0,2,19,0,43,7,14,4,13,13,3,0,28,0,30,3,0,0,141,35,134,6,1,0,0,0,138,3,0,0,0,0,135,6,0,0,0,0
38.,141,0,0,0,0,0,0,38,2,1,35,2,47,0,4,15,0,38.,1,38,11,49,0,0,0,17,0,1,19,0,42,11,12,7,14,10,4,0,26,0,30,2,0,0,141,35,134,6,1,0,0,0,138,3,0,0,0,0,134,7,0,0,0,0
39.,141,0,0,0,0,0,0,38,2,1,35,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,3,17,0,37,13,13,6,13,12,5,0,23,1,30,3,0,0,141,35,134,5,2,0,0,0,138,3,0,0,0,0,134,7,0,0,0,0
40.,141,0,0,0,0,0,0,38,1,1,36,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,17,0,2,19,0,37,12,15,1,11,13,0,0,30,0,30,3,0,0,141,35,132,8,1,0,0,0,138,3,0,0,0,0,135,6,0,0,0,0
41.,139,2,0,0,0,0,0,38,1,1,36,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,15,0,2,13,0,35,13,12,8,11,8,6,0,29,1,30,1,0,0,141,35,131,8,1,1,0,0,139,2,0,0,0,0,135,6,0,0,0,0
42.,141,0,0,0,0,0,0,38,2,1,35,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,14,0,3,20,0,35,13,9,5,19,8,3,0,28,1,30,3,0,0,141,35,131,7,2,1,0,0,139,2,0,0,0,0,136,5,0,0,0,0
43.,139,2,0,0,0,0,0,38,2,1,35,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,4,16,0,36,13,15,1,7,13,0,0,26,1,30,2,0,0,141,35,132,6,2,1,0,0,139,2,0,0,0,0,136,5,0,0,0,0
44.,140,1,0,0,0,0,0,38,2,1,35,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,18,0,0,14,0,40,13,14,4,15,11,3,0,27,0,30,3,0,0,141,35,133,5,2,1,0,0,139,2,0,0,0,0,136,5,0,0,0,0
45.,141,0,0,0,0,0,0,38,2,1,35,4,45,0,4,15,0,38.,0,38,12,50,0,0,0,16,0,2,15,0,37,14,12,7,9,12,5,0,30,0,30,4,0,0,141,35,133,5,3,0,0,0,139,2,0,0,0,0,135,6,0,0,0,0
46.,141,0,0,0,0,0,0,38,2,1,35,4,45,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,7,16,0,34,13,12,8,13,12,5,0,29,0,30,3,0,0,141,35,133,5,3,0,0,0,139,2,0,0,0,0,135,6,0,0,0,0
47.,140,1,0,0,0,0,0,38,2,1,35,4,45,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,1,15,0,32,16,9,7,10,7,5,0,25,1,30,5,0,0,141,35,132,6,3,0,0,0,139,2,0,0,0,0,136,5,0,0,0,0
48.,141,0,0,0,0,0,0,38,2,1,35,4,45,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,1,11,0,34,15,16,8,13,14,6,0,26,0,30,3,0,0,141,35,131,8,2,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
49.,139,2,0,0,0,0,0,38,2,1,35,6,43,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,1,14,0,36,15,14,6,11,14,5,0,31,0,30,2,0,0,141,35,131,8,2,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
50.,139,2,0,0,0,0,0,38,2,1,35,4,45,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,0,14,0,35,20,13,7,14,9,6,0,27,1,30,4,0,0,141,35,131,8,2,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
51.,141,0,0,0,0,0,0,38,2,1,35,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,12,0,3,16,0,37,18,13,9,13,12,7,0,30,1,30,4,0,0,141,35,130,11,0,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
52.,140,1,0,0,0,0,0,38,2,1,35,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,11,0,3,14,0,36,17,14,4,14,14,4,0,23,0,30,3,0,0,141,35,130,11,0,0,0,0,139,2,0,0,0,0,137,4,0,0,0,0
53.,140,1,0,0,0,0,0,38,1,1,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,12,0,3,17,0,39,18,13,8,11,10,7,0,25,0,30,3,0,0,141,35,130,11,0,0,0,0,138,3,0,0,0,0,137,4,0,0,0,0
54.,139,2,0,0,0,0,0,38,1,1,36,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,14,0,4,19,0,37,14,12,5,10,12,5,0,27,1,30,5,0,0,141,35,131,10,0,0,0,0,137,4,0,0,0,0,137,4,0,0,0,0
55.,141,0,0,0,0,0,0,38,1,1,36,3,46,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,2,12,0,37,14,14,6,11,11,5,0,33,1,30,4,0,0,141,35,131,10,0,0,0,0,137,4,0,0,0,0,135,6,0,0,0,0
56.,140,1,0,0,0,0,0,38,1,1,36,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,2,11,0,38,14,16,5,14,14,4,0,31,1,30,2,0,0,141,35,131,10,0,0,0,0,137,4,0,0,0,0,135,6,0,0,0,0
57.,141,0,0,0,0,0,0,38,1,1,36,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,16,0,2,12,0,40,13,16,9,14,16,5,0,33,1,30,4,0,0,141,35,131,10,0,0,0,0,137,4,0,0,0,0,136,5,0,0,0,0
58.,141,0,0,0,0,0,0,38,2,1,35,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,2,16,0,43,12,12,5,18,11,4,0,26,0,30,2,0,0,141,35,133,8,0,0,0,0,136,5,0,0,0,0,136,5,0,0,0,0
59.,139,2,0,0,0,0,0,38,3,1,34,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,4,18,0,41,10,10,6,14,7,4,0,33,0,30,4,0,0,141,35,134,6,1,0,0,0,137,4,0,0,0,0,137,4,0,0,0,0
60.,139,2,0,0,0,0,0,38,3,1,34,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,2,14,0,43,8,19,4,12,18,3,0,24,1,30,3,0,0,141,35,134,5,2,0,0,0,138,3,0,0,0,0,137,4,0,0,0,0
61.,140,1,0,0,0,0,0,38,3,1,34,1,48,1,3,15,0,38.,0,38,12,50,0,0,0,15,0,2,17,0,39,9,15,5,18,15,3,0,30,0,30,4,0,0,141,35,134,5,1,1,0,0,138,3,0,0,0,0,137,4,0,0,0,0
62.,139,2,0,0,0,0,0,38,3,1,34,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,2,13,0,39,9,18,4,13,13,3,0,25,1,30,6,0,0,141,35,134,5,1,1,0,0,138,3,0,0,0,0,137,4,0,0,0,0
63.,140,1,0,0,0,0,0,38,4,1,33,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,3,12,0,37,13,19,5,9,17,5,0,24,0,30,4,0,0,141,35,134,5,1,1,0,0,138,3,0,0,0,0,138,3,0,0,0,0
64.,140,1,0,0,0,0,0,38,4,1,33,2,47,0,4,15,0,38.,0,38,12,50,0,0,0,15,0,3,17,0,37,10,11,5,16,9,4,0,22,0,30,5,0,0,141,35,135,4,1,1,0,0,138,3,0,0,0,0,138,3,0,0,0,0
65.,141,0,0,0,0,0,0,38,3,1,34,1,48,1,3,15,0,38.,0,38,12,50,0,0,0,17,0,0,19,0,39,14,12,6,11,11,5,0,23,1,30,4,0,0,141,35,135,4,0,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
66.,141,0,0,0,0,0,0,38,3,1,34,0,49,0,4,15,0,38.,0,38,12,50,0,0,0,17,0,1,20,0,39,13,13,3,19,11,3,0,29,2,30,4,0,0,141,35,135,4,0,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
67.,140,1,0,0,0,0,0,38,5,1,32,1,48,1,3,15,0,38.,0,38,12,50,0,0,0,16,0,1,16,0,39,13,17,1,14,15,1,0,28,0,30,4,0,0,141,35,133,6,0,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
68.,138,3,0,0,0,0,0,38,6,1,31,2,47,1,3,15,0,38.,0,38,12,50,0,0,0,14,0,4,15,0,38,14,14,5,11,12,3,0,24,0,30,1,0,0,141,35,134,5,0,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
69.,140,1,0,0,0,0,0,38,7,1,30,1,48,1,3,15,0,38.,0,38,12,50,0,0,0,17,0,3,14,0,38,17,16,5,12,14,5,0,28,0,30,2,0,0,141,35,134,5,0,2,0,0,138,3,0,0,0,0,138,3,0,0,0,0
70.,141,0,0,0,0,0,0,38,7,1,30,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,19,0,0,18,0,41,16,13,7,12,12,7,0,29,1,30,4,0,0,141,35,133,6,0,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
71.,140,1,0,0,0,0,0,38,7,1,30,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,19,0,1,18,0,44,13,15,5,10,12,5,0,26,1,30,2,0,0,141,35,133,6,0,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
72.,140,1,0,0,0,0,0,38,5,1,32,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,19,0,1,12,0,41,14,19,6,8,18,5,0,31,0,30,4,0,0,141,35,133,6,0,2,0,0,137,4,0,0,0,0,138,3,0,0,0,0
73.,140,1,0,0,0,0,0,38,5,1,32,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,17,0,3,11,0,38,15,19,4,13,16,4,0,27,0,30,2,0,0,141,35,133,5,1,2,0,0,138,3,0,0,0,0,138,3,0,0,0,0
74.,140,1,0,0,0,0,0,38,5,1,32,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,16,0,3,17,0,38,13,17,3,13,15,3,0,26,1,30,5,0,0,141,35,133,5,1,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
75.,141,0,0,0,0,0,0,38,5,1,32,4,45,0,4,15,0,38.,0,38,12,50,0,0,0,14,0,4,19,0,37,13,9,8,21,7,8,0,23,0,30,6,0,0,141,35,132,6,1,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
76.,141,0,0,0,0,0,0,38,4,1,33,4,45,1,2,15,0,38.,0,38,12,50,0,0,0,15,0,2,15,0,39,15,14,5,9,10,5,0,23,0,30,3,0,0,141,35,132,6,1,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
77.,141,0,0,0,0,0,0,38,4,1,33,4,45,1,3,15,0,38.,0,38,12,50,0,0,0,15,0,2,18,0,40,12,13,4,9,12,3,0,26,0,30,5,0,0,141,35,132,6,1,2,0,0,138,3,0,0,0,0,139,2,0,0,0,0
78.,141,0,0,0,0,0,0,38,4,1,33,3,46,1,3,15,0,38.,0,38,12,50,0,0,0,13,0,4,20,0,40,9,12,5,8,11,3,0,29,1,30,4,0,0,141,35,132,6,1,2,0,0,137,4,0,0,0,0,139,2,0,0,0,0
79.,141,0,0,0,0,0,0,38,4,1,33,1,48,0,4,15,0,38.,0,38,12,50,0,0,0,13,0,2,18,0,41,11,15,3,11,14,3,0,28,0,30,2,0,0,141,35,134,4,1,1,1,0,137,4,0,0,0,0,140,1,0,0,0,0
80.,140,1,0,0,0,0,0,38,4,1,33,0,49,0,6,15,0,38.,0,38,12,50,0,0,0,14,0,5,17,0,42,9,15,4,14,15,2,0,25,0,30,3,0,0,141,35,135,3,0,2,1,0,137,4,0,0,0,0,139,2,0,0,0,0
81.,140,1,0,0,0,0,0,38,3,2,33,0,49,0,6,15,0,38.,0,38,12,50,0,0,0,14,0,4,19,0,41,14,13,6,11,13,6,0,26,0,30,3,0,0,141,35,135,3,0,2,1,0,137,4,0,0,0,0,139,2,0,0,0,0
82.,141,0,0,0,0,0,0,38,3,2,33,0,49,0,6,15,0,38.,0,38,12,50,0,0,0,14,0,4,18,0,40,13,14,6,17,13,6,0,26,1,30,4,0,0,141,35,135,2,1,3,0,0,137,4,0,0,0,0,138,3,0,0,0,0
83.,139,3,0,0,0,0,0,38,3,2,33,0,49,0,6,15,0,38.,0,38,12,50,0,0,0,16,0,3,15,0,39,14,15,6,19,13,6,0,28,1,30,2,0,0,142,35,136,2,1,3,0,0,139,3,0,0,0,0,140,2,0,0,0,0
84.,139,3,0,0,0,0,0,38,3,2,33,2,47,1,5,15,0,38.,0,38,12,50,0,0,0,12,0,4,15,0,38,14,15,3,9,11,3,0,28,0,30,2,0,0,142,35,136,2,3,1,0,0,139,3,0,0,0,0,140,2,0,0,0,0
85.,142,0,0,0,0,0,0,38,3,2,33,2,47,1,5,15,0,38.,0,38,12,50,0,0,0,11,0,1,22,0,36,18,14,1,12,12,1,0,23,0,30,3,0,0,142,35,136,2,4,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
86.,141,1,0,0,0,0,0,38,3,2,33,2,47,1,5,15,0,38.,0,38,12,50,0,0,0,14,0,1,22,0,34,19,8,4,11,7,4,0,26,0,30,3,0,0,142,35,136,2,4,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
87.,141,1,0,0,0,0,0,38,3,2,33,3,46,1,5,15,0,38.,0,38,12,50,0,0,0,12,0,2,16,0,40,13,17,3,20,13,3,0,23,0,30,4,0,0,142,36,136,1,5,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
88.,142,0,0,0,0,0,0,38,3,2,33,4,45,0,6,15,0,38.,0,38,12,50,0,0,0,10,0,3,18,0,36,14,10,4,17,9,3,0,27,0,30,3,0,0,142,36,135,2,5,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
89.,142,0,0,0,0,0,0,38,3,2,33,4,45,1,5,15,0,38.,0,38,12,50,0,0,0,9,1,1,14,0,37,12,10,9,7,8,7,0,24,1,30,5,1,0,142,36,135,1,6,0,0,0,139,3,0,0,0,0,141,1,0,0,0,0
90.,142,0,0,0,0,0,0,38,3,2,33,5,44,0,6,15,0,38.,0,38,12,50,0,0,0,10,0,1,15,0,40,11,14,3,12,12,3,0,30,1,30,4,0,0,142,36,135,3,3,1,0,0,139,3,0,0,0,0,141,1,0,0,0,0
91.,139,3,0,0,0,0,0,38,4,1,33,4,45,0,6,15,0,38.,0,38,12,50,0,0,0,12,0,2,15,0,38,11,16,5,20,14,5,0,30,0,30,5,0,0,142,36,136,2,3,1,0,0,140,2,0,0,0,0,141,1,0,0,0,0
92.,141,1,0,0,0,0,0,38,4,1,33,5,44,1,5,15,0,38.,0,38,12,50,0,0,0,10,0,2,10,0,37,13,16,4,14,14,3,0,29,0,30,3,0,0,142,36,135,3,3,1,0,0,140,2,0,0,0,0,141,1,0,0,0,0
93.,142,0,0,0,0,0,0,38,4,1,33,5,44,0,6,15,0,38.,0,38,12,50,0,0,0,10,0,3,17,0,33,17,10,10,16,9,9,0,24,1,30,3,0,0,142,36,134,4,3,1,0,0,139,3,0,0,0,0,140,2,0,0,0,0
94.,141,1,0,0,0,0,0,38,5,1,32,5,44,0,6,15,0,38.,0,38,12,50,0,0,0,10,0,2,14,0,33,19,11,8,15,8,6,0,28,0,30,7,0,0,142,36,134,5,2,1,0,0,139,3,0,0,0,0,140,2,0,0,0,0
95.,142,0,0,0,0,0,0,38,5,1,32,4,45,1,5,15,0,38.,0,38,12,50,0,0,0,11,0,0,16,0,33,19,11,9,23,10,8,0,29,0,30,5,0,0,142,36,135,4,2,1,0,0,139,3,0,0,0,0,139,3,0,0,0,0
